城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
北京市,沙河生产宿舍,"116.267384,40.12603",北京大学国际医院,"116.263513,40.101167",26
北京市,玉泉新城A区,"116.250854,39.923091",北京十一晋元中学,"116.230716,39.920445",12
北京市,禧瑞学府,"116.206352,39.935631",北京十一晋元中学,"116.230716,39.920445",18
北京市,玉泉西街2号院,"116.247609,39.915939",北京十一晋元中学,"116.230716,39.920445",9
北京市,永定樾,"116.396068,39.867126",王府井百货(右安门店),"116.364823,39.871953",21
北京市,中海丽金府,"116.336343,39.856536",王府井百货(右安门店),"116.364823,39.871953",18
北京市,端礼著,"116.34196,39.86342",王府井百货(右安门店),"116.364823,39.871953",14
北京市,明德家园,"116.551315,40.108051",友谊医院顺义院区,"116.520534,40.118173",21
北京市,德国印象,"116.548187,40.10859",友谊医院顺义院区,"116.520534,40.118173",19
北京市,香花畦家园,"116.548482,40.11062",友谊医院顺义院区,"116.520534,40.118173",19
北京市,富北嘉园,"116.551958,39.948067",东坝恒大城市下沉广场,"116.532243,39.969339",22
北京市,将府锦苑,"116.524711,39.978652",东坝恒大城市下沉广场,"116.532243,39.969339",15
北京市,逸翠园,"116.523231,39.943685",东坝恒大城市下沉广场,"116.532243,39.969339",22
北京市,招商云璟揽阅,"116.668703,39.879277",北京通州仁爱医院,"116.671369,39.889107",9
北京市,璀璨公元,"116.676471,39.867081",北京通州仁爱医院,"116.671369,39.889107",19
北京市,金隅·花溪云锦,"116.694482,39.874388",北京通州仁爱医院,"116.671369,39.889107",19
北京市,和泰家园,"116.639284,40.326048",北京中医药大学怀柔中医医院,"116.630652,40.313131",11
北京市,融城园北区,"116.630641,40.294714",北京中医药大学怀柔中医医院,"116.630652,40.313131",17
北京市,融城园南区,"116.633486,40.291878",北京中医药大学怀柔中医医院,"116.630652,40.313131",16
北京市,天阅西山,"116.245137,40.078207",中关村第三小学(科技园分校),"116.240526,40.06731",10
北京市,百旺茉莉园,"116.250536,40.048945",中关村第三小学(科技园分校),"116.240526,40.06731",18
北京市,夏霖园,"116.265347,40.051811",中关村第三小学(科技园分校),"116.240526,40.06731",18
北京市,金隅万科城二期,"116.235957,40.209031",北京振华学校,"116.220861,40.213349",10
北京市,胜利嘉园,"116.214057,40.221734",北京振华学校,"116.220861,40.213349",8
北京市,都市节奏,"116.234353,40.209985",北京振华学校,"116.220861,40.213349",8
北京市,永定樾,"116.396068,39.867126",首都医科大学附属北京友谊医院,"116.391637,39.884947",18
北京市,北京城建天坛府,"116.412758,39.866591",首都医科大学附属北京友谊医院,"116.391637,39.884947",21
北京市,中信城四期五期,"116.378903,39.88449",首都医科大学附属北京友谊医院,"116.391637,39.884947",10
北京市,禧瑞学府,"116.206352,39.935631",解放军总医院京西医疗区,"116.197705,39.948366",14
北京市,苹果园三区,"116.181957,39.92958",解放军总医院京西医疗区,"116.197705,39.948366",17
北京市,金苹阁,"116.182075,39.927039",解放军总医院京西医疗区,"116.197705,39.948366",19
北京市,中海云庭,"116.195049,39.890948",北京市石景山区实验中学,"116.200603,39.91332",18
北京市,中海寰宇天下·天境,"116.169781,39.91266",北京市石景山区实验中学,"116.200603,39.91332",17
北京市,越秀·天玥,"116.182016,39.933503",北京市石景山区实验中学,"116.200603,39.91332",20
北京市,天通苑北三区,"116.432827,40.076425",天通苑东四社区口袋公园,"116.437705,40.062016",12
北京市,山水LAVIE,"116.439586,40.038842",天通苑东四社区口袋公园,"116.437705,40.062016",19
北京市,天通苑五区,"116.415049,40.064543",天通苑东四社区口袋公园,"116.437705,40.062016",13
北京市,镜春园,"116.626686,40.311121",兴华商城,"116.636633,40.318539",8
北京市,融城园北区,"116.630641,40.294714",兴华商城,"116.636633,40.318539",22
北京市,融城园南区,"116.633486,40.291878",兴华商城,"116.636633,40.318539",21
北京市,林肯公园二期A区,"116.499009,39.809093",华联生活超市(横街子村店),"116.508736,39.825172",16
北京市,国融国际,"116.501767,39.801466",华联生活超市(横街子村店),"116.508736,39.825172",20
北京市,鸿博家园六区,"116.475723,39.826794",华联生活超市(横街子村店),"116.508736,39.825172",20
北京市,丰体时代,"116.270402,39.866008",天泰商场,"116.256066,39.889719",21
北京市,长安悦玺,"116.224846,39.888576",天泰商场,"116.256066,39.889719",16
北京市,太平路甲12号院,"116.279124,39.89989",天泰商场,"116.256066,39.889719",16
北京市,北京城建天坛府,"116.412758,39.866591",北京市第十八中学,"116.436788,39.86281",14
北京市,北京天誉,"116.455707,39.851603",北京市第十八中学,"116.436788,39.86281",16
北京市,中海·时光之境,"116.458068,39.842483",北京市第十八中学,"116.436788,39.86281",21
北京市,安外东河沿,"116.411598,39.950522",解放军总医院第七医学中心东楼,"116.430518,39.929935",21
北京市,校尉胡同,"116.413646,39.911662",解放军总医院第七医学中心东楼,"116.430518,39.929935",20
北京市,东直门北小街2号,"116.4263,39.94886",解放军总医院第七医学中心东楼,"116.430518,39.929935",17
北京市,润枫嘉尚,"116.502656,39.923774",北京市第一中西医结合医院,"116.471782,39.916805",20
北京市,梵悦108,"116.46497,39.906805",北京市第一中西医结合医院,"116.471782,39.916805",13
北京市,双花园,"116.457885,39.899977",北京市第一中西医结合医院,"116.471782,39.916805",26
北京市,天通苑北三区,"116.432827,40.076425",北京六合医院,"116.433456,40.065271",10
北京市,山水LAVIE,"116.439586,40.038842",北京六合医院,"116.433456,40.065271",21
北京市,燕城北苑,"116.439,40.089818",北京六合医院,"116.433456,40.065271",18
北京市,长安华曦府,"116.118039,39.908744",永定镇卫生院,"116.141574,39.90004",14
北京市,中海寰宇天下·天境,"116.169781,39.91266",永定镇卫生院,"116.141574,39.90004",23
北京市,元玺,"116.165802,39.91264",永定镇卫生院,"116.141574,39.90004",22
北京市,北京隅东序,"116.496813,39.84441",老君堂公园,"116.52028,39.833236",14
北京市,金隅昆泰云筑,"116.492427,39.84263",老君堂公园,"116.52028,39.833236",17
北京市,中海朝阳ONE,"116.495643,39.842811",老君堂公园,"116.52028,39.833236",13
北京市,安外东河沿,"116.411598,39.950522",中日友好医院,"116.426883,39.974097",20
北京市,锦绣馨园,"116.424082,39.998113",中日友好医院,"116.426883,39.974097",18
北京市,东直门北小街2号,"116.4263,39.94886",中日友好医院,"116.426883,39.974097",17
北京市,人民大学北路19号院,"116.313133,39.973534",中关村第三小学南校区,"116.297508,39.962483",14
北京市,苏州街干休所,"116.308393,39.967864",中关村第三小学南校区,"116.297508,39.962483",10
北京市,曙光花园望河园,"116.292323,39.94267",中关村第三小学南校区,"116.297508,39.962483",19
北京市,锦云府,"116.842897,40.357629",密云区果园小学,"116.831212,40.373078",16
北京市,国祥誉,"116.861688,40.365047",密云区果园小学,"116.831212,40.373078",20
北京市,首开国樾天晟,"116.842908,40.359577",密云区果园小学,"116.831212,40.373078",13
北京市,硅谷ONE,"116.406755,40.110058",黄城根小学昌平学校,"116.427062,40.109301",11
北京市,北京国贤府二期,"116.440336,40.121105",黄城根小学昌平学校,"116.427062,40.109301",14
北京市,北京国贤府（昌平）,"116.441678,40.121891",黄城根小学昌平学校,"116.427062,40.109301",14
北京市,酒仙公寓,"116.490648,39.985854",花家地公园,"116.470233,39.976064",17
北京市,UHN国际村,"116.450183,39.968206",花家地公园,"116.470233,39.976064",15
北京市,静安里,"116.446614,39.959929",花家地公园,"116.470233,39.976064",22
北京市,佳和园老区,"116.449328,39.807117",朝阳区实验小学,"116.459602,39.830046",20
北京市,鸿博家园六区,"116.475723,39.826794",朝阳区实验小学,"116.459602,39.830046",9
北京市,巧克力城,"116.444327,39.816542",朝阳区实验小学,"116.459602,39.830046",14
北京市,北京隅东序,"116.496813,39.84441",世纪华联超市(北京朝阳区),"116.50301,39.857191",17
北京市,金隅昆泰云筑,"116.492427,39.84263",世纪华联超市(北京朝阳区),"116.50301,39.857191",20
北京市,中海朝阳ONE,"116.495643,39.842811",世纪华联超市(北京朝阳区),"116.50301,39.857191",16
北京市,中海丽金府,"116.336343,39.856536",常乐坊茶文化公园,"116.331447,39.876908",18
北京市,中海丽泽叁號院,"116.339771,39.850982",常乐坊茶文化公园,"116.331447,39.876908",24
北京市,端礼著,"116.34196,39.86342",常乐坊茶文化公园,"116.331447,39.876908",13
广州市,御江苑,"113.269512,23.115342",越秀区六榕街社区医院,"113.252469,23.130397",23
广州市,何济公大厦,"113.241168,23.127357",越秀区六榕街社区医院,"113.252469,23.130397",11
广州市,誉领轩,"113.247399,23.120422",越秀区六榕街社区医院,"113.252469,23.130397",10
广州市,合景天峻,"113.55465,23.324529",广州市黄埔区天誉小学,"113.528234,23.33033",24
广州市,招商雍景湾南区,"113.550626,23.333396",广州市黄埔区天誉小学,"113.528234,23.33033",17
广州市,时代中国时代天韵,"113.542791,23.327947",广州市黄埔区天誉小学,"113.528234,23.33033",14
广州市,大壮名城·名门,"113.460154,23.16775",百丰汇广场,"113.471805,23.175045",9
广州市,科城山庄·峻森园,"113.486734,23.18848",百丰汇广场,"113.471805,23.175045",14
广州市,中铁建·信达·花语天宸,"113.457602,23.194211",百丰汇广场,"113.471805,23.175045",33
广州市,万科金色城品,"113.357124,22.912703",沙坑小学,"113.345935,22.911932",10
广州市,香柏华府,"113.357831,22.906273",沙坑小学,"113.345935,22.911932",11
广州市,海景苑,"113.356274,22.929424",沙坑小学,"113.345935,22.911932",17
广州市,松鹤小区,"113.221683,23.147493",荔湾区华侨小学(西校区),"113.230123,23.134262",13
广州市,康盈雅园,"113.231963,23.157591",荔湾区华侨小学(西校区),"113.230123,23.134262",22
广州市,何济公大厦,"113.241168,23.127357",荔湾区华侨小学(西校区),"113.230123,23.134262",9
广州市,时尚明苑,"113.394445,23.125251",佳佳自选商场,"113.411087,23.146766",27
广州市,富力万科云启,"113.398194,23.130293",佳佳自选商场,"113.411087,23.146766",23
广州市,家和天曜,"113.433,23.141762",佳佳自选商场,"113.411087,23.146766",15
广州市,海康小区,"113.305446,23.098382",广州市越秀区育才实验学校,"113.302718,23.108892",30
广州市,鹭江富华楼,"113.310171,23.098558",广州市越秀区育才实验学校,"113.302718,23.108892",22
广州市,丽水庭园,"113.318626,23.105472",广州市越秀区育才实验学校,"113.302718,23.108892",19
广州市,时代花生一期,"113.321415,23.166779",燕岭公园,"113.326346,23.154764",14
广州市,华南理工大学宿舍红棉苑,"113.342831,23.15129",燕岭公园,"113.326346,23.154764",19
广州市,永福路89号大院,"113.300572,23.152093",燕岭公园,"113.326346,23.154764",26
广州市,荔红花园,"113.186788,23.385371",东晖学校,"113.201556,23.391042",23
广州市,禧都华庭,"113.19966,23.365349",东晖学校,"113.201556,23.391042",21
广州市,锦钰轩,"113.20833,23.415799",东晖学校,"113.201556,23.391042",18
广州市,万汇天地·朗庭,"113.228959,23.086244",盒马邻里(荔湾中海锦佳店),"113.236268,23.06677",19
广州市,保利曼源花园,"113.25003,23.066259",盒马邻里(荔湾中海锦佳店),"113.236268,23.06677",10
广州市,保利·和悦滨江,"113.225967,23.060915",盒马邻里(荔湾中海锦佳店),"113.236268,23.06677",9
广州市,美福花园,"113.562642,22.797567",上湾小区体育公园,"113.586903,22.801668",17
广州市,海力花园,"113.573774,22.800717",上湾小区体育公园,"113.586903,22.801668",20
广州市,越秀东坡,"113.566339,22.801549",上湾小区体育公园,"113.586903,22.801668",16
广州市,芳村花园,"113.223375,23.077232",盒马邻里(广州荔湾万科海上传奇店),"113.232492,23.102586",18
广州市,能建·天河麓誉府,"113.418691,23.190147",永盛购物商场(永基分店),"113.392341,23.190808",23
广州市,珠江·天河都荟,"113.404256,23.171132",永盛购物商场(永基分店),"113.392341,23.190808",22
广州市,嘉汇城,"113.224725,23.3344",花都区新华东塘小学,"113.241391,23.347711",18
广州市,广州城投•禧悦时光,"113.227234,23.357817",花都区新华东塘小学,"113.241391,23.347711",15
广州市,越秀·臻智府,"113.22935,23.357818",花都区新华东塘小学,"113.241391,23.347711",16
广州市,星海园,"113.370105,22.940547",繁华盛世,"113.359739,22.942535",7
广州市,雍逸华庭,"113.375332,22.923738",繁华盛世,"113.359739,22.942535",20
广州市,北城白云花园,"113.368058,22.951345",繁华盛世,"113.359739,22.942535",10
广州市,百事佳新村B区,"113.264514,23.164086",韩汇里,"113.2567,23.173148",13
广州市,宏航苑,"113.256901,23.188549",韩汇里,"113.2567,23.173148",12
广州市,白云大道南,"113.273156,23.164409",韩汇里,"113.2567,23.173148",18
广州市,万汇天地·朗庭,"113.228959,23.086244",沙面公园,"113.244941,23.105827",27
广州市,西关雅苑,"113.248157,23.126599",沙面公园,"113.244941,23.105827",24
广州市,华发宝岗公馆,"113.26071,23.10001",沙面公园,"113.244941,23.105827",19
广州市,穗和名庭,"113.292454,23.337076",人和第二中学,"113.27212,23.342843",14
广州市,中建天骄,"113.252544,23.362671",人和第二中学,"113.27212,23.342843",20
广州市,穗和家园,"113.293506,23.332608",人和第二中学,"113.27212,23.342843",15
广州市,时代花生一期,"113.321415,23.166779",广州九洲医院,"113.327356,23.158809",12
广州市,华南理工大学宿舍红棉苑,"113.342831,23.15129",广州九洲医院,"113.327356,23.158809",17
广州市,永福路89号大院,"113.300572,23.152093",广州九洲医院,"113.327356,23.158809",24
广州市,名粤广场,"113.316251,23.082504",广州市劬劳中学,"113.314766,23.062392",15
广州市,明都华庭泊岸森邻,"113.302568,23.071565",广州市劬劳中学,"113.314766,23.062392",12
广州市,新吉祥楼,"113.298375,23.043369",广州市劬劳中学,"113.314766,23.062392",26
广州市,珠江天郦,"113.389472,23.124131",棠下街第二社区卫生服务中心,"113.366353,23.134569",18
广州市,保利华创·都荟天珺,"113.353554,23.123382",棠下街第二社区卫生服务中心,"113.366353,23.134569",27
广州市,鑫保花园,"113.377199,23.149795",棠下街第二社区卫生服务中心,"113.366353,23.134569",29
广州市,海珠半岛花园三期,"113.292205,23.10466",华润万家(五羊新城店),"113.308428,23.119483",29
广州市,保隆越禧府,"113.290296,23.132469",华润万家(五羊新城店),"113.308428,23.119483",27
广州市,保利悦轩,"113.31466,23.102824",华润万家(五羊新城店),"113.308428,23.119483",17
广州市,黄埔中央城,"113.499154,23.152395",广州市黄埔区云埔街火村社区卫生服务站,"113.509026,23.14359",9
广州市,万科东荟城,"113.503185,23.159114",广州市黄埔区云埔街火村社区卫生服务站,"113.509026,23.14359",13
